"model";"scenario";"Category";"Scope";"region";"Baseline";"variable";"value";"unit";"period"
"WITCH2016";"NPi_V4";"National policies";"global";"USA";"NoPolicy_V4";"CO2rel2010";44.1313856259822;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NPi_V4";"National policies";"national";"USA";"NoPolicy_V4";"CO2rel2010";41.903627430255;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";27.9982810099011;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";36.1775869686887;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";27.049264422746;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";26.1834994420197;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";22.7223073038348;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";29.0572073646917;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";26.6202781521086;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";24.0331085769154;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"USA";"NoPolicy_V4";"CO2rel2010";21.8831412699841;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";24.2674733943774;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";29.5862603141395;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";17.9766427772413;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";23.700018774237;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";18.0502166324032;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";23.4748675528651;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";22.9507101619614;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";19.3157771690351;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"CO2rel2010";18.8316319755974;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NPi2020_low_V4";"Carbon budget 1000";"national";"USA";"NoPOL_V4";"CO2rel2010";20.3985355157315;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";51.1392768883979;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";51.6828466684188;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";47.9113353981886;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";48.0619563322069;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";47.236590351236;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"CO2rel2010";50.9356842046258;"MtCO2";2050
"*RU-TIMES 3.2";"NoPOL_V4";"No policy";"national";"RUS";"-";"CO2rel2010";43.906582672882;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"CO2rel2010";48.8214174058096;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"RUS";"-";"CO2rel2010";52.7576360368812;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"CO2rel2010";47.7595407141851;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"RUS";"-";"CO2rel2010";48.7973588268321;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"CO2rel2010";52.3705848134579;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";49.4396168946917;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";53.3264420953156;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";47.064763566796;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";48.04491244774;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";47.858302637422;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"CO2rel2010";52.2021087969837;"MtCO2";2050
"*RU-TIMES 3.2";"NPi_V4";"National policies";"national";"RUS";"NoPolicy_V4";"CO2rel2010";43.6767671677348;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";36.3451884843575;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";37.4936165640346;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";30.0525226428718;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";32.1859265725274;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";32.3181790354718;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"CO2rel2010";29.4672555678944;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";27.3845066031729;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";20.9787811654879;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";24.0671724177893;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";27.6193161425685;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";27.1468592096861;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"CO2rel2010";26.0080046941228;"MtCO2";2050
"*RU-TIMES 3.2";"NPi2020_low_V4";"Carbon budget 1000";"national";"RUS";"NoPOL_V4";"CO2rel2010";32.0808438313939;"MtCO2";2050
