"model";"scenario";"Category";"Scope";"region";"Baseline";"variable";"value";"unit";"period"
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1577.26682841001;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1567.38339295763;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1675.17498794526;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1440.02384619141;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1438.9057;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1346.02639;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1572.66278884311;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1562.77935339074;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1656.44967666426;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1440.02384619141;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Emissions|CO2";1438.9057;"MtCO2";2050
"*RU-TIMES 3.2";"NPi2020_low_V4";"Carbon budget 1000";"national";"RUS";"NoPOL_V4";"Emissions|CO2";1374.09140124821;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";651.894382;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";727.387244071;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";1428.85023361827;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";699.342351796399;"MtCO2";2050
"GEM-E3_EU";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";-101.846184104234;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";573.952572813713;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";772.882125212393;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";604.979359419763;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";722.1815649;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";764.279454683563;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";747.6829453;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";754.010893442;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";1565.57286423134;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";682.169807582564;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";817.641070668385;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";687.195191580713;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";821.5399541;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"RoW";"-";"Budget|Emissions|CO2";849.824494161287;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";724.4566945;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";737.41588864;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";1463.95576468688;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";718.702903129313;"MtCO2";2050
"GEM-E3_EU";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";-123.012216462823;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";646.827207222295;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";810.749774145382;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";652.265098990381;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";800.7419879;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";846.0397867397;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";371.8070593;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";533.311855356;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";850.175622084203;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";443.894064610131;"MtCO2";2050
"GEM-E3_EU";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";-100.090801668601;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";416.442853261659;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";545.087650623283;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";421.372921240747;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";450.1128465;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";432.573294238836;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";304.2391948;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";420.558773131;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";592.860420333626;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";368.790412948061;"MtCO2";2050
"GEM-E3_EU";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";-92.9259142976722;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";297.85143294203;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";434.842197523642;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";352.481581000745;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";345.4750551;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"Budget|Emissions|CO2";340.204913759916;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1513.0549541;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1674.011849854;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1882.47165593866;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1653.77183431685;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1620.79092527755;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1696.55046619341;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1610.9055821875;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1707.9984002;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1665.19434711024;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";1880.8832327;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";1855.62277963;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";2190.39249760533;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";1865.00625082059;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";1877.36935234473;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";1922.65331265625;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";2057.5600988;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"World";"-";"Budget|Emissions|CO2";2073.2665397417;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1703.6167096;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1771.15554649;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";2043.63131093866;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1771.40603460712;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1745.31370751544;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1792.53294113006;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1845.76735953125;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1874.8270443;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";2020.17204528533;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";917.0019714;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1349.04764527;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1221.553114272;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1058.77261903575;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1112.34685288433;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1204.0082056306;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1213.22657925781;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1128.6751949;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";968.919893503093;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";781.1271105;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";1055.249697265;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";821.880840938662;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";915.605564902388;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";855.932091694125;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";943.282205656166;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";995.888058505859;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";931.1714476;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"Budget|Emissions|CO2";785.426011025798;"MtCO2";2050
"*COPPE-MSB_v2.0";"INDC_V4";"NDC";"national";"BRA";"NoPOL_V4";"Budget|Emissions|CO2";25.36668232;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";17.5996628;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";26.261351806;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";16.7343928112161;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";24.4098855090743;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";31.5991078062174;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";20.0087708809204;"MtCO2";2050
"*COPPE-MSB_v2.0";"NoPOL_V4";"No policy";"national";"BRA";"-";"Budget|Emissions|CO2";33.713078701;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"BRA";"-";"Budget|Emissions|CO2";27.4616475;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"BRA";"-";"Budget|Emissions|CO2";40.734807703;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"BRA";"-";"Budget|Emissions|CO2";40.8613203292588;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"BRA";"-";"Budget|Emissions|CO2";48.1693471113126;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"BRA";"-";"Budget|Emissions|CO2";23.2773212272949;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi_V4";"National policies";"national";"BRA";"NoPOL_V4";"Budget|Emissions|CO2";28.932501647;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";26.1551024;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";39.242999278;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";35.5168027669705;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";27.4910515204926;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";39.211641447453;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";22.9858941032715;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";1.6520746;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";24.605595373;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";14.8268349941673;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";15.2109331007523;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";35.7845439129618;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";-7.91238853527832;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";-3.9054908;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";17.682832957;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";0.579782865235633;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";8.11387993357808;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";15.9044182737822;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"Budget|Emissions|CO2";-11.2965204627686;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi2020_low_V4";"Carbon budget 1000";"national";"BRA";"NoPOL_V4";"Budget|Emissions|CO2";24.560140312;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi2020_verylow_V4";"Carbon budget 400";"national";"BRA";"NoPOL_V4";"Budget|Emissions|CO2";18.291657213;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"INDC_V4";"NDC";"national";"CHN";"NoPOL_V4";"Budget|Emissions|CO2";398.010782351483;"MtCO2";2050
"*China TIMES";"INDC_V4";"NDC";"national";"CHN";NA;"Budget|Emissions|CO2";418.296119213062;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";342.4329423;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";461.775972272;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";405.242086671385;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";453.355889771032;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";378.881801390206;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";462.605278398438;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";398.2822783;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";435.144349763009;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NoPOL_V4";"No policy";"national";"CHN";"-";"Budget|Emissions|CO2";481.561510064483;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";426.0272385;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";563.790280984;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";493.126836470611;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";407.273383074151;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";579.75478328125;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";475.5268582;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"CHN";"-";"Budget|Emissions|CO2";681.124213597447;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";324.2477885;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";518.318414118;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";449.022978219264;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";475.578834027609;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";377.623057819243;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";573.559975664062;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";422.5712453;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";645.692509445538;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NPi_V4";"National policies";"national";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";453.529926178202;"MtCO2";2050
"*China TIMES";"NPi_V4";"National policies";"national";"CHN";NA;"Budget|Emissions|CO2";478.623613110804;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";166.6586311;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";430.079162765;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";221.469006895673;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";293.440836472803;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";242.089152215582;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";379.562234941406;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";243.6197009;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";280.6456932298;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";149.7147014;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";344.178725865;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";202.226229117529;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"CHN";"NoPolicy_V4";"Budget|Emissions|CO2";245.474841670418;"MtCO2";2050
